Unnamed: 0,urlDrugName,rating,effectiveness,sideEffects,condition,benefitsReview,sideEffectsReview,commentsReview,split,full_review,sentiment,clean_review,tokens,processed_review,raw_word_count,processed_word_count,char_count
2835,singulair,9,Considerably Effective,No Side Effects,asthma,Helped keep asthma under control.  Didn't cause side effects.  Was easy to administer.  Provided the outcomes we had hoped for.   Pleasant taste.,"After hearing there were behavioral side effects, I was concerned that my child might experience the same.  There were no noticeable side effects.","Child takes a 4 mg chewable tablet daily to prevent ashtma attacks.  Previously, she used the granules which we mixed with applesauce or yogurt for her to eat.  Very easy administration.  Pleasant taste in the chewable.",train,"Helped keep asthma under control. Didn't cause side effects. Was easy to administer. Provided the outcomes we had hoped for. Pleasant taste. After hearing there were behavioral side effects, I was concerned that my child might experience the same. There were no noticeable side effects. Child takes a 4 mg chewable tablet daily to prevent ashtma attacks. Previously, she used the granules which we mixed with applesauce or yogurt for her to eat. Very easy administration. Pleasant taste in the chewable.",positive,helped keep asthma under control didn t cause side effects was easy to administer provided the outcomes we had hoped for pleasant taste after hearing there were behavioral side effects i was concerned that my child might experience the same there were no noticeable side effects child takes a mg chewable tablet daily to prevent ashtma attacks previously she used the granules which we mixed with applesauce or yogurt for her to eat very easy administration pleasant taste in the chewable,helped keep asthma control cause side effect easy administer provided outcome hoped pleasant taste hearing behavioral side effect concerned child might experience noticeable side effect child take chewable tablet daily prevent ashtma attack previously used granule mixed applesauce yogurt eat easy administration pleasant taste chewable,helped keep asthma control cause side effect easy administer provided outcome hoped pleasant taste hearing behavioral side effect concerned child might experience noticeable side effect child take chewable tablet daily prevent ashtma attack previously used granule mixed applesauce yogurt eat easy administration pleasant taste chewable,81,45,503
3829,lumigan,4,Considerably Effective,Moderate Side Effects,eyelash growth,"The upper and lower eyelashes grew longer, thicker, and darker.  There is less need for mascara or eyelash curlers with this product.  Lumigan contains the same active ingredient that Latisse will contain when it is released but the difference is that Lumigan is prescribed as a glaucoma medication while Latisse will be marketed and sold as an eyelash growth product.  It does work.","I developed dark under eye circles, itching, redness and a slight headache after each use but I was told that the under eye circles and headaches I experienced were less common side effects.  Once the treatment was stopped all of the side effects disappeared including the dark under eye circles. Also, once the treatment is stopped the eyelashes eventually return to their original state.",I was told to use it once a day at night and to apply it with clean brush.  It is important to try to keep the bottle from having direct contact with the skin in order to avoid contamination.  I used a new eyelash brush daily and Latisse contains once a day applicators.,train,"The upper and lower eyelashes grew longer, thicker, and darker. There is less need for mascara or eyelash curlers with this product. Lumigan contains the same active ingredient that Latisse will contain when it is released but the difference is that Lumigan is prescribed as a glaucoma medication while Latisse will be marketed and sold as an eyelash growth product. It does work. I developed dark under eye circles, itching, redness and a slight headache after each use but I was told that the under eye circles and headaches I experienced were less common side effects. Once the treatment was stopped all of the side effects disappeared including the dark under eye circles. Also, once the treatment is stopped the eyelashes eventually return to their original state. I was told to use it once a day at night and to apply it with clean brush. It is important to try to keep the bottle from having direct contact with the skin in order to avoid contamination. I used a new eyelash brush daily and Latisse contains once a day applicators.",negative,the upper and lower eyelashes grew longer thicker and darker there is less need for mascara or eyelash curlers with this product lumigan contains the same active ingredient that latisse will contain when it is released but the difference is that lumigan is prescribed as a glaucoma medication while latisse will be marketed and sold as an eyelash growth product it does work i developed dark under eye circles itching redness and a slight headache after each use but i was told that the under eye circles and headaches i experienced were less common side effects once the treatment was stopped all of the side effects disappeared including the dark under eye circles also once the treatment is stopped the eyelashes eventually return to their original state i was told to use it once a day at night and to apply it with clean brush it is important to try to keep the bottle from having direct contact with the skin in order to avoid contamination i used a new eyelash brush daily and latisse contains once a day applicators,upper lower eyelash grew longer thicker darker less need mascara eyelash curler product lumigan contains active ingredient latisse contain released difference lumigan prescribed glaucoma medication latisse marketed sold eyelash growth product work developed dark eye circle itching redness slight headache use told eye circle headache experienced less common side effect treatment stopped side effect disappeared including dark eye circle also treatment stopped eyelash eventually return original state told use day night apply clean brush important try keep bottle direct contact skin order avoid contamination used new eyelash brush daily latisse contains day applicator,upper lower eyelash grew longer thicker darker less need mascara eyelash curler product lumigan contains active ingredient latisse contain released difference lumigan prescribed glaucoma medication latisse marketed sold eyelash growth product work developed dark eye circle itching redness slight headache use told eye circle headache experienced less common side effect treatment stopped side effect disappeared including dark eye circle also treatment stopped eyelash eventually return original state told use day night apply clean brush important try keep bottle direct contact skin order avoid contamination used new eyelash brush daily latisse contains day applicator,180,93,1038
3636,retin-a,8,Considerably Effective,Mild Side Effects,"acne, anti-aging","The retin-a seems to have minimized some of my fine lines, and has helped clear my pores, greatly reduced blackheads and minimized white-heads, and almost erradicated cystic blemishes altogether.  I believe the product does actually promote quick cell turnover based on the results I have seen thust far.","I have been fortunate to have only experienced minimal irritation.  Initially, I had tightness, dry feeling on my face, with some peeling or shedding.  This subsequently caused some itching, but, again, no irritation or pain.  I noticed when applied to active blemishes, the blemish seemed to worsen, become redder,and seemed like it wouldn't heal, but I have combated that by adding a good, natural moisturizer into my routine after the application.","I started using .05 % retina-a every evening after cleansing, but making sure my face was completely dry.  Only a small amount of the cream was needed.  I applied it carefully, avoiding lips and inner eye area.  Afterwards, I used a non-greasy, non-comedogenic moisturizer to minimize dryness, flaking and irritation.",train,"The retin-a seems to have minimized some of my fine lines, and has helped clear my pores, greatly reduced blackheads and minimized white-heads, and almost erradicated cystic blemishes altogether. I believe the product does actually promote quick cell turnover based on the results I have seen thust far. I have been fortunate to have only experienced minimal irritation. Initially, I had tightness, dry feeling on my face, with some peeling or shedding. This subsequently caused some itching, but, again, no irritation or pain. I noticed when applied to active blemishes, the blemish seemed to worsen, become redder,and seemed like it wouldn't heal, but I have combated that by adding a good, natural moisturizer into my routine after the application. I started using .05 % retina-a every evening after cleansing, but making sure my face was completely dry. Only a small amount of the cream was needed. I applied it carefully, avoiding lips and inner eye area. Afterwards, I used a non-greasy, non-comedogenic moisturizer to minimize dryness, flaking and irritation.",positive,the retin a seems to have minimized some of my fine lines and has helped clear my pores greatly reduced blackheads and minimized white heads and almost erradicated cystic blemishes altogether i believe the product does actually promote quick cell turnover based on the results i have seen thust far i have been fortunate to have only experienced minimal irritation initially i had tightness dry feeling on my face with some peeling or shedding this subsequently caused some itching but again no irritation or pain i noticed when applied to active blemishes the blemish seemed to worsen become redder and seemed like it wouldn t heal but i have combated that by adding a good natural moisturizer into my routine after the application i started using retina a every evening after cleansing but making sure my face was completely dry only a small amount of the cream was needed i applied it carefully avoiding lips and inner eye area afterwards i used a non greasy non comedogenic moisturizer to minimize dryness flaking and irritation,retin seems minimized fine line helped clear pore greatly reduced blackhead minimized white head almost erradicated cystic blemish altogether believe product actually promote quick cell turnover based result seen thust far fortunate experienced minimal irritation initially tightness dry feeling face peeling shedding subsequently caused itching irritation pain noticed applied active blemish blemish seemed worsen become redder seemed like heal combated adding good natural moisturizer routine application started using retina every evening cleansing making sure face completely dry small amount cream needed applied carefully avoiding lip inner eye area afterwards used non greasy non comedogenic moisturizer minimize dryness flaking irritation,retin seems minimized fine line helped clear pore greatly reduced blackhead minimized white head almost erradicated cystic blemish altogether believe product actually promote quick cell turnover based result seen thust far fortunate experienced minimal irritation initially tightness dry feeling face peeling shedding subsequently caused itching irritation pain noticed applied active blemish blemish seemed worsen become redder seemed like heal combated adding good natural moisturizer routine application started using retina every evening cleansing making sure face completely dry small amount cream needed applied carefully avoiding lip inner eye area afterwards used non greasy non comedogenic moisturizer minimize dryness flaking irritation,169,99,1066
1685,claritin,9,Considerably Effective,Moderate Side Effects,indoor allergies,"I recently saw my PCP for my annual exam and had 2 major concerns to discuss with her.  The first was some depression issues and the second was that I had recently developed indoor allergies.  As is standard my PCP recommended antidepressants and therapy for the depression and Claritin (24hr non-drowsy) for the allergies.  The problem is that I am nursing my son and no antidepressants are ""safe"" for nursing mothers (or rather, for our nursing children).  On the other hand, my MD approved Claritin although I was nursing.  At the end of the session she told to to start on Claritin and come back for the antidepressants once I weened my son.  So I started the Claritin and my depression abated.  All of my ""depressive"" symptoms were relieved (the inability to sleep at night but feelings of tiredness all day, the aches, the inability to concentrate...).  Since I started taking Claritin it was like a switch was flipped and the quality of my life has increased significantly.  I feel ""normal"" for the first time in a long time.  In terms of my allergies, the sneezing, runny nose and watery eyes have lessened but my red eye concern (the swelling and redness of the area surrounding my eyes) has not been relieved.  Regardless, I am happy with the product.

I share this in the hope that some scientist out there uses this information to help our elusive understanding of depression and its treatment.  Perhaps an alternative for postpartum depression?  Many mother's feel guilty weening shortly after birth in order to treat their sadness and if Claritin is approved by your MD for use while nursing, why not try it?  Or even as an alternative to conventional depression meds.",It ended my year long depression.,Please see above.,train,"I recently saw my PCP for my annual exam and had 2 major concerns to discuss with her. The first was some depression issues and the second was that I had recently developed indoor allergies. As is standard my PCP recommended antidepressants and therapy for the depression and Claritin (24hr non-drowsy) for the allergies. The problem is that I am nursing my son and no antidepressants are ""safe"" for nursing mothers (or rather, for our nursing children). On the other hand, my MD approved Claritin although I was nursing. At the end of the session she told to to start on Claritin and come back for the antidepressants once I weened my son. So I started the Claritin and my depression abated. All of my ""depressive"" symptoms were relieved (the inability to sleep at night but feelings of tiredness all day, the aches, the inability to concentrate...). Since I started taking Claritin it was like a switch was flipped and the quality of my life has increased significantly. I feel ""normal"" for the first time in a long time. In terms of my allergies, the sneezing, runny nose and watery eyes have lessened but my red eye concern (the swelling and redness of the area surrounding my eyes) has not been relieved. Regardless, I am happy with the product. I share this in the hope that some scientist out there uses this information to help our elusive understanding of depression and its treatment. Perhaps an alternative for postpartum depression? Many mother's feel guilty weening shortly after birth in order to treat their sadness and if Claritin is approved by your MD for use while nursing, why not try it? Or even as an alternative to conventional depression meds. It ended my year long depression. Please see above.",positive,i recently saw my pcp for my annual exam and had major concerns to discuss with her the first was some depression issues and the second was that i had recently developed indoor allergies as is standard my pcp recommended antidepressants and therapy for the depression and claritin hr non drowsy for the allergies the problem is that i am nursing my son and no antidepressants are safe for nursing mothers or rather for our nursing children on the other hand my md approved claritin although i was nursing at the end of the session she told to to start on claritin and come back for the antidepressants once i weened my son so i started the claritin and my depression abated all of my depressive symptoms were relieved the inability to sleep at night but feelings of tiredness all day the aches the inability to concentrate since i started taking claritin it was like a switch was flipped and the quality of my life has increased significantly i feel normal for the first time in a long time in terms of my allergies the sneezing runny nose and watery eyes have lessened but my red eye concern the swelling and redness of the area surrounding my eyes has not been relieved regardless i am happy with the product i share this in the hope that some scientist out there uses this information to help our elusive understanding of depression and its treatment perhaps an alternative for postpartum depression many mother s feel guilty weening shortly after birth in order to treat their sadness and if claritin is approved by your md for use while nursing why not try it or even as an alternative to conventional depression meds it ended my year long depression please see above,recently saw pcp annual exam major concern discus first depression issue second recently developed indoor allergy standard pcp recommended antidepressant therapy depression claritin non drowsy allergy problem nursing son antidepressant safe nursing mother rather nursing child hand approved claritin although nursing end session told start claritin come back antidepressant weened son started claritin depression abated depressive symptom relieved inability sleep night feeling tiredness day ache inability concentrate since started taking claritin like switch flipped quality life increased significantly feel normal first time long time term allergy sneezing runny nose watery eye lessened red eye concern swelling redness area surrounding eye not relieved regardless happy product share hope scientist us information help elusive understanding depression treatment perhaps alternative postpartum depression many mother feel guilty weening shortly birth order treat sadness claritin approved use nursing not try even alternative conventional depression med ended year long depression please see,recently saw pcp annual exam major concern discus first depression issue second recently developed indoor allergy standard pcp recommended antidepressant therapy depression claritin non drowsy allergy problem nursing son antidepressant safe nursing mother rather nursing child hand approved claritin although nursing end session told start claritin come back antidepressant weened son started claritin depression abated depressive symptom relieved inability sleep night feeling tiredness day ache inability concentrate since started taking claritin like switch flipped quality life increased significantly feel normal first time long time term allergy sneezing runny nose watery eye lessened red eye concern swelling redness area surrounding eye not relieved regardless happy product share hope scientist us information help elusive understanding depression treatment perhaps alternative postpartum depression many mother feel guilty weening shortly birth order treat sadness claritin approved use nursing not try even alternative conventional depression med ended year long depression please see,297,146,1719
2884,avita,6,Moderately Effective,Mild Side Effects,aging wrinkles,"I feel that my skin is smoother, and hopefully the wrinkles will not get deeper as quickly as not doing anything.",The side effects were mild.  Seemed to be a lot of skin flaking/peeling at first. I find a burning sensation if I am in direct sun so try and avoid that.,"The treatment was mainly to help keep the ageing spots on my face to a minimum and to try and prevent my wrinkles from getting worse.  I have found that daily use of exfoliating sheets and using an Olay thermal mini-peel or similar abrasion cream, I can keep the skin flaking under control.  I have to be careful out in the sun so I do use a sunscreen as well as a sunscreen powder make-up so that my skin doesn't tingle.",train,"I feel that my skin is smoother, and hopefully the wrinkles will not get deeper as quickly as not doing anything. The side effects were mild. Seemed to be a lot of skin flaking/peeling at first. I find a burning sensation if I am in direct sun so try and avoid that. The treatment was mainly to help keep the ageing spots on my face to a minimum and to try and prevent my wrinkles from getting worse. I have found that daily use of exfoliating sheets and using an Olay thermal mini-peel or similar abrasion cream, I can keep the skin flaking under control. I have to be careful out in the sun so I do use a sunscreen as well as a sunscreen powder make-up so that my skin doesn't tingle.",neutral,i feel that my skin is smoother and hopefully the wrinkles will not get deeper as quickly as not doing anything the side effects were mild seemed to be a lot of skin flaking peeling at first i find a burning sensation if i am in direct sun so try and avoid that the treatment was mainly to help keep the ageing spots on my face to a minimum and to try and prevent my wrinkles from getting worse i have found that daily use of exfoliating sheets and using an olay thermal mini peel or similar abrasion cream i can keep the skin flaking under control i have to be careful out in the sun so i do use a sunscreen as well as a sunscreen powder make up so that my skin doesn t tingle,feel skin smoother hopefully wrinkle not get deeper quickly not anything side effect mild seemed lot skin flaking peeling first find burning sensation direct sun try avoid treatment mainly help keep ageing spot face minimum try prevent wrinkle getting worse found daily use exfoliating sheet using olay thermal mini peel similar abrasion cream keep skin flaking control careful sun use sunscreen well sunscreen powder make skin tingle,feel skin smoother hopefully wrinkle not get deeper quickly not anything side effect mild seemed lot skin flaking peeling first find burning sensation direct sun try avoid treatment mainly help keep ageing spot face minimum try prevent wrinkle getting worse found daily use exfoliating sheet using olay thermal mini peel similar abrasion cream keep skin flaking control careful sun use sunscreen well sunscreen powder make skin tingle,133,67,686
3448,provera,5,Considerably Effective,Moderate Side Effects,heavy menses,It did control my periods.  Other benefits included a mild feeling of well being and return to health.,"spotting, some mild depression, not unlike PMS symptoms when younger.  There was some cramping and some spotting.","following an episode of a 2 month long period with episodes of very heavy flow, doctor prescribed the Provera to regulate period until menopause resulted in the cessation of menses.",train,"It did control my periods. Other benefits included a mild feeling of well being and return to health. spotting, some mild depression, not unlike PMS symptoms when younger. There was some cramping and some spotting. following an episode of a 2 month long period with episodes of very heavy flow, doctor prescribed the Provera to regulate period until menopause resulted in the cessation of menses.",neutral,it did control my periods other benefits included a mild feeling of well being and return to health spotting some mild depression not unlike pms symptoms when younger there was some cramping and some spotting following an episode of a month long period with episodes of very heavy flow doctor prescribed the provera to regulate period until menopause resulted in the cessation of menses,control period benefit included mild feeling well return health spotting mild depression not unlike pm symptom younger cramping spotting following episode month long period episode heavy flow doctor prescribed provera regulate period menopause resulted cessation menses,control period benefit included mild feeling well return health spotting mild depression not unlike pm symptom younger cramping spotting following episode month long period episode heavy flow doctor prescribed provera regulate period menopause resulted cessation menses,65,36,396
1798,citalopram,2,Marginally Effective,Severe Side Effects,depression/anxiety,Cried less,"Sent me virtually over the edge - extreme anxiety and continually snapping/shouting at everyone. Unable to concentrate, sleeplessness, dizzyness, very dry mouth, continuous clenching of teeth, all my joints painful.","Have now been taking off the drug as my GP thinks I have an intolerence of the drug of which I told them off in the first instance. Feel worse now than I did initially as now so tired and unable to hold down my job, or in fact function in any positive way at all right now. Further advised that if I still feel depressed in a couple of weeks they will try prozac!",train,"Cried less Sent me virtually over the edge - extreme anxiety and continually snapping/shouting at everyone. Unable to concentrate, sleeplessness, dizzyness, very dry mouth, continuous clenching of teeth, all my joints painful. Have now been taking off the drug as my GP thinks I have an intolerence of the drug of which I told them off in the first instance. Feel worse now than I did initially as now so tired and unable to hold down my job, or in fact function in any positive way at all right now. Further advised that if I still feel depressed in a couple of weeks they will try prozac!",negative,cried less sent me virtually over the edge extreme anxiety and continually snapping shouting at everyone unable to concentrate sleeplessness dizzyness very dry mouth continuous clenching of teeth all my joints painful have now been taking off the drug as my gp thinks i have an intolerence of the drug of which i told them off in the first instance feel worse now than i did initially as now so tired and unable to hold down my job or in fact function in any positive way at all right now further advised that if i still feel depressed in a couple of weeks they will try prozac,cried less sent virtually edge extreme anxiety continually snapping shouting everyone unable concentrate sleeplessness dizzyness dry mouth continuous clenching teeth joint painful taking drug think intolerence drug told first instance feel worse initially tired unable hold job fact function positive way right advised still feel depressed couple week try prozac,cried less sent virtually edge extreme anxiety continually snapping shouting everyone unable concentrate sleeplessness dizzyness dry mouth continuous clenching teeth joint painful taking drug think intolerence drug told first instance feel worse initially tired unable hold job fact function positive way right advised still feel depressed couple week try prozac,107,50,590
2825,wellbutrin,8,Considerably Effective,Moderate Side Effects,depression,"Alleviated depression without lethargy, weight gain, a paradoxical effect, or sexual dysfunction.  Prozac made me suicidally depressed. MAO-Inhibitors like Parnate worked very well for me, except all of my favorite foods were forbidden.  Wellbutrin seemed to be the only antidepressant that lifted me out of my depression, and it had the unanticipated benefit of getting me to quit smoking -- I went from smoking a pack of Camels a day to not smoking.","I often would get pounding headaches, in the front of my skull and at the sides, especially as the day wore on.  I also would feel sick to my stomach early in the day, which would be exacerbated by coffee.  I got tremors. Occasionally I'd get migaines.","I took 2 100 mg of the Wellbutrin, 20mg of Ritalin and a 10 mg of a beta blocker (I can't remember the name) in the morning.  Then at 3 I took the other 200 mg of the Wellbutrin; at night I took the Serzone (before it was yanked from the market) and the Trazodone.  I took a drug holiday from the Ritalin over the weekend, but over the years I eventually increased the dosage to 35mg of Ritalin in the morning.",train,"Alleviated depression without lethargy, weight gain, a paradoxical effect, or sexual dysfunction. Prozac made me suicidally depressed. MAO-Inhibitors like Parnate worked very well for me, except all of my favorite foods were forbidden. Wellbutrin seemed to be the only antidepressant that lifted me out of my depression, and it had the unanticipated benefit of getting me to quit smoking -- I went from smoking a pack of Camels a day to not smoking. I often would get pounding headaches, in the front of my skull and at the sides, especially as the day wore on. I also would feel sick to my stomach early in the day, which would be exacerbated by coffee. I got tremors. Occasionally I'd get migaines. I took 2 100 mg of the Wellbutrin, 20mg of Ritalin and a 10 mg of a beta blocker (I can't remember the name) in the morning. Then at 3 I took the other 200 mg of the Wellbutrin; at night I took the Serzone (before it was yanked from the market) and the Trazodone. I took a drug holiday from the Ritalin over the weekend, but over the years I eventually increased the dosage to 35mg of Ritalin in the morning.",positive,alleviated depression without lethargy weight gain a paradoxical effect or sexual dysfunction prozac made me suicidally depressed mao inhibitors like parnate worked very well for me except all of my favorite foods were forbidden wellbutrin seemed to be the only antidepressant that lifted me out of my depression and it had the unanticipated benefit of getting me to quit smoking i went from smoking a pack of camels a day to not smoking i often would get pounding headaches in the front of my skull and at the sides especially as the day wore on i also would feel sick to my stomach early in the day which would be exacerbated by coffee i got tremors occasionally i d get migaines i took mg of the wellbutrin mg of ritalin and a mg of a beta blocker i can t remember the name in the morning then at i took the other mg of the wellbutrin at night i took the serzone before it was yanked from the market and the trazodone i took a drug holiday from the ritalin over the weekend but over the years i eventually increased the dosage to mg of ritalin in the morning,alleviated depression without lethargy weight gain paradoxical effect sexual dysfunction prozac made suicidally depressed mao inhibitor like parnate worked well except favorite food forbidden wellbutrin seemed antidepressant lifted depression unanticipated benefit getting quit smoking went smoking pack camel day not smoking often would get pounding headache front skull side especially day wore also would feel sick stomach early day would exacerbated coffee got tremor occasionally get migaines took wellbutrin ritalin beta blocker remember name morning took wellbutrin night took serzone yanked market trazodone took drug holiday ritalin weekend year eventually increased dosage ritalin morning,alleviated depression without lethargy weight gain paradoxical effect sexual dysfunction prozac made suicidally depressed mao inhibitor like parnate worked well except favorite food forbidden wellbutrin seemed antidepressant lifted depression unanticipated benefit getting quit smoking went smoking pack camel day not smoking often would get pounding headache front skull side especially day wore also would feel sick stomach early day would exacerbated coffee got tremor occasionally get migaines took wellbutrin ritalin beta blocker remember name morning took wellbutrin night took serzone yanked market trazodone took drug holiday ritalin weekend year eventually increased dosage ritalin morning,202,94,1109
1844,yasmin,5,Highly Effective,Severe Side Effects,contraception,"Protection aganst pregnancy. Some weight loss, less hungry. Less acne. No effect on sex drive.",So tearful that had to stop taking it. Could cry an cry for 2-3 hours which never happened otherwise. Depressed.,Took for 3 months. First month was OK but by the end of the 3rd month it was hellish,train,"Protection aganst pregnancy. Some weight loss, less hungry. Less acne. No effect on sex drive. So tearful that had to stop taking it. Could cry an cry for 2-3 hours which never happened otherwise. Depressed. Took for 3 months. First month was OK but by the end of the 3rd month it was hellish",neutral,protection aganst pregnancy some weight loss less hungry less acne no effect on sex drive so tearful that had to stop taking it could cry an cry for hours which never happened otherwise depressed took for months first month was ok but by the end of the rd month it was hellish,protection aganst pregnancy weight loss less hungry less acne effect sex drive tearful stop taking could cry cry hour never happened otherwise depressed took month first month end month hellish,protection aganst pregnancy weight loss less hungry less acne effect sex drive tearful stop taking could cry cry hour never happened otherwise depressed took month first month end month hellish,54,30,292
613,innofem,10,Highly Effective,No Side Effects,cold chills and hot flashes,Estradiol has almost completely eliminated the alternating cold chills and hot flashes that I was experiencing.  The full effect of the drug was derived within three days of beginning treatment with Estradiol.,There have been no unpleasant side effects of Estradiol that I could ascertain.,"I take one tablet (1 mg) of Estradiol daily, at bedtime.",train,"Estradiol has almost completely eliminated the alternating cold chills and hot flashes that I was experiencing. The full effect of the drug was derived within three days of beginning treatment with Estradiol. There have been no unpleasant side effects of Estradiol that I could ascertain. I take one tablet (1 mg) of Estradiol daily, at bedtime.",positive,estradiol has almost completely eliminated the alternating cold chills and hot flashes that i was experiencing the full effect of the drug was derived within three days of beginning treatment with estradiol there have been no unpleasant side effects of estradiol that i could ascertain i take one tablet mg of estradiol daily at bedtime,estradiol almost completely eliminated alternating cold chill hot flash experiencing full effect drug derived within three day beginning treatment estradiol unpleasant side effect estradiol could ascertain take one tablet estradiol daily bedtime,estradiol almost completely eliminated alternating cold chill hot flash experiencing full effect drug derived within three day beginning treatment estradiol unpleasant side effect estradiol could ascertain take one tablet estradiol daily bedtime,56,32,345
1417,adipex-p,7,Moderately Effective,Severe Side Effects,obesity,"Helped me concentrate, did help curb appetite, made me feel younger (more energy), thinking more clearly.","Could not sleep - slept for maybe 4 hours a night, but even that was ""light"" sleep.  Horrible headaches the morning after I took it until I took another one.  Also had to keep my temper in check, had what seemed like mild ""roid rage"".  I was also nauseated every morning when I woke up (not pregnant and don't drink).","37.5 mg once per day.  Went back in after a month to have blood pressure tested (my blood pressure has always been near perfect).  It was high, so they weaned me off of the pills.",train,"Helped me concentrate, did help curb appetite, made me feel younger (more energy), thinking more clearly. Could not sleep - slept for maybe 4 hours a night, but even that was ""light"" sleep. Horrible headaches the morning after I took it until I took another one. Also had to keep my temper in check, had what seemed like mild ""roid rage"". I was also nauseated every morning when I woke up (not pregnant and don't drink). 37.5 mg once per day. Went back in after a month to have blood pressure tested (my blood pressure has always been near perfect). It was high, so they weaned me off of the pills.",positive,helped me concentrate did help curb appetite made me feel younger more energy thinking more clearly could not sleep slept for maybe hours a night but even that was light sleep horrible headaches the morning after i took it until i took another one also had to keep my temper in check had what seemed like mild roid rage i was also nauseated every morning when i woke up not pregnant and don t drink mg once per day went back in after a month to have blood pressure tested my blood pressure has always been near perfect it was high so they weaned me off of the pills,helped concentrate help curb appetite made feel younger energy thinking clearly could not sleep slept maybe hour night even light sleep horrible headache morning took took another one also keep temper check seemed like mild roid rage also nauseated every morning woke not pregnant drink per day went back month blood pressure tested blood pressure always near perfect high weaned pill,helped concentrate help curb appetite made feel younger energy thinking clearly could not sleep slept maybe hour night even light sleep horrible headache morning took took another one also keep temper check seemed like mild roid rage also nauseated every morning woke not pregnant drink per day went back month blood pressure tested blood pressure always near perfect high weaned pill,111,61,598
2487,mirtazapine,9,Highly Effective,Moderate Side Effects,chronic insomnia,"-night time sleep (at least 5-6 hours per night), more""peaceful"" state of mind, no anxiety attacks, better brain function( no ""brain fog"" from insomnia), better concentration skills,","Constant feeling of hunger( feeling of empty stomach even straight after meal), body weight increased,  fluid retention around knees and ankles, very bad depression during first 1-1.5 weeks if taking medication( no withdrawal symptoms though while gradual stopping drug), drug made me sleepy and more tired than usual during the day, crankiness and bad moods in the morning, hard to wake up in the morning",Hour before bed: 30 mg mirtazapine( avanza) and one 500 mg epilim-ec. Epilim is used in treatment as a mood stabiliser( was told by a doctor). Originally I took only 30 mg of mirtazapine before bed time but after a month of treatment I stopped sleeping again and doctor prescribed to take extra tablet epilim which worked very well and gave me very good deep sleep,train,"-night time sleep (at least 5-6 hours per night), more""peaceful"" state of mind, no anxiety attacks, better brain function( no ""brain fog"" from insomnia), better concentration skills, Constant feeling of hunger( feeling of empty stomach even straight after meal), body weight increased, fluid retention around knees and ankles, very bad depression during first 1-1.5 weeks if taking medication( no withdrawal symptoms though while gradual stopping drug), drug made me sleepy and more tired than usual during the day, crankiness and bad moods in the morning, hard to wake up in the morning Hour before bed: 30 mg mirtazapine( avanza) and one 500 mg epilim-ec. Epilim is used in treatment as a mood stabiliser( was told by a doctor). Originally I took only 30 mg of mirtazapine before bed time but after a month of treatment I stopped sleeping again and doctor prescribed to take extra tablet epilim which worked very well and gave me very good deep sleep",positive,night time sleep at least hours per night more peaceful state of mind no anxiety attacks better brain function no brain fog from insomnia better concentration skills constant feeling of hunger feeling of empty stomach even straight after meal body weight increased fluid retention around knees and ankles very bad depression during first weeks if taking medication no withdrawal symptoms though while gradual stopping drug drug made me sleepy and more tired than usual during the day crankiness and bad moods in the morning hard to wake up in the morning hour before bed mg mirtazapine avanza and one mg epilim ec epilim is used in treatment as a mood stabiliser was told by a doctor originally i took only mg of mirtazapine before bed time but after a month of treatment i stopped sleeping again and doctor prescribed to take extra tablet epilim which worked very well and gave me very good deep sleep,night time sleep least hour per night peaceful state mind anxiety attack better brain function brain fog insomnia better concentration skill constant feeling hunger feeling empty stomach even straight meal body weight increased fluid retention around knee ankle bad depression first week taking medication withdrawal symptom though gradual stopping drug drug made sleepy tired usual day crankiness bad mood morning hard wake morning hour bed mirtazapine avanza one epilim epilim used treatment mood stabiliser told doctor originally took mirtazapine bed time month treatment stopped sleeping doctor prescribed take extra tablet epilim worked well gave good deep sleep,night time sleep least hour per night peaceful state mind anxiety attack better brain function brain fog insomnia better concentration skill constant feeling hunger feeling empty stomach even straight meal body weight increased fluid retention around knee ankle bad depression first week taking medication withdrawal symptom though gradual stopping drug drug made sleepy tired usual day crankiness bad mood morning hard wake morning hour bed mirtazapine avanza one epilim epilim used treatment mood stabiliser told doctor originally took mirtazapine bed time month treatment stopped sleeping doctor prescribed take extra tablet epilim worked well gave good deep sleep,158,97,952
